loc_rowid,pl_name,host_name,sy_star_count,sy_planet_count,disc_method,disc_year,disc_facility,disc_telescope,disc_instrument,facility_count,telescope_count,instrument_count,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,ttv_flag,st_temp_eff_k,st_temp_eff_k1,st_temp_eff_k2,st_radius,st_mass,st_metallicity,st_surf_gravity,rastr,ra,decstr,dec,sy_distance_pc,sy_vmag,sy_kmag,sy_gaiamag
2336,Kepler-1452 b,Kepler-1452,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,42.913751,0.2697,2.7,0.241,7.75,0.0244,M-R relationship,0,0,6101,90.21,-112.92,2.06,1.41,0.14,3.95,19h29m41.47s,292.422792,+38d15m58.62s,38.2662824,996.32,13.215,11.635,13.0714
2337,Kepler-1453 b,Kepler-1453,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,47.1611696,0.262,2.67,0.238,7.61,0.0239,M-R relationship,0,1,5665,68.09,-70.11,0.94,0.97,0.01,4.48,19h04m30.12s,286.1255037,+47d56m51.21s,47.9475586,1196.04,15.695,13.999,15.5278
2338,Kepler-1454 b,Kepler-1454,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,47.0319479,0.2447,1.88,0.168,4.19,0.0132,M-R relationship,0,0,5448,59.86,-64.34,0.86,0.9,-0.02,4.53,18h56m53.60s,284.2233265,+48d49m54.20s,48.8317229,780.566,15.009,13.189,14.8994
2339,Kepler-1455 b,Kepler-1455,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,49.276764,0.2149,2.16,0.193,5.31,0.0167,M-R relationship,0,0,4075,61.23,-57.4,0.6,0.62,-0.02,4.68,19h36m19.94s,294.0830662,+50d30m09.93s,50.5027572,357.621,16.06,12.922,15.8657
2340,Kepler-1456 b,Kepler-1456,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,18.1373829,0.1132,1.14,0.102,1.55,0.00489,M-R relationship,0,0,4231,68.4,-85.61,0.62,0.64,-0.09,4.67,19h07m46.88s,286.9453381,+43d49m22.09s,43.8228023,370.312,15.777,12.681,15.445
2341,Kepler-1457 b,Kepler-1457,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,51.1110243,0.2668,1.99,0.178,4.62,0.0145,M-R relationship,0,0,5866,137.28,-119.79,1.01,1.01,-0.05,4.43,18h55m04.93s,283.7705481,+42d01m37.93s,42.027203,889.885,14.066,12.542,14.0283
2342,Kepler-1458 b,Kepler-1458,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,47.9872764,0.2495,2.76,0.246,8.05,0.0253,M-R relationship,0,0,5653,119.66,-136.13,0.94,0.96,0.02,4.48,18h52m50.78s,283.2115971,+41d02m16.85s,41.0380135,544.45,14.434,12.509,14.1996
2343,Kepler-1459 b,Kepler-1459,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,62.8691611,0.2829,1.36,0.121,2.42,0.00761,M-R relationship,0,0,4828,42.43,-40.76,0.74,0.78,0.01,4.61,18h49m41.51s,282.4229401,+46d00m50.31s,46.0139761,455.479,14.893,12.384,14.5519
2344,Kepler-146 b,Kepler-146,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,31.158799,0.2,3.71,0.331,13.3,0.0418,M-R relationship,0,0,5948,100,-100,1.21,1.1,-0.026,4.31,19h36m26.58s,294.1107631,+38d42m36.80s,38.7102222,716.797,13.921,12.475,13.8031
2345,Kepler-146 c,Kepler-146,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,76.732171,0.364,3.13,0.279,9.96,0.0313,M-R relationship,0,0,5948,100,-100,1.21,1.1,-0.026,4.31,19h36m26.58s,294.1107631,+38d42m36.80s,38.7102222,716.797,13.921,12.475,13.8031
2346,Kepler-1460 b,Kepler-1460,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,29.9633247,0.1614,1.96,0.175,4.5,0.0142,M-R relationship,0,0,4422,43.62,-45.02,0.67,0.7,-0.02,4.64,19h02m13.87s,285.5577888,+44d00m38.96s,44.0108221,553.218,16.166,13.359,15.9191
2347,Kepler-1461 b,Kepler-1461,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,29.3494775,0.1715,2.03,0.181,4.78,0.015,M-R relationship,0,0,4919,49.81,-58.16,0.74,0.79,-0.04,4.6,19h03m19.32s,285.8305091,+43d11m54.16s,43.198377,679.106,15.828,13.471,15.6949
2348,Kepler-1462 b,Kepler-1462,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,65.6488341,0.3094,3.82,0.341,14,0.044,M-R relationship,0,0,5756,144.59,-206.5,1,1,0.06,4.45,19h45m35.41s,296.397542,+42d23m48.94s,42.3969273,1017.82,15.888,14.058,15.8562
2349,Kepler-1463 b,Kepler-1463,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,25.15864,0.1694,1.86,0.166,4.12,0.013,M-R relationship,0,0,5679,93.91,-125.8,0.95,0.96,0,4.47,19h37m56.95s,294.4872785,+42d00m24.86s,42.0069064,1687.47,15.905,14.015,15.7236
2350,Kepler-1464 b,Kepler-1464,1,2,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,31.7785901,0.1803,1.66,0.148,3.39,0.0107,M-R relationship,0,0,5828,112.18,-169.63,1.01,1.02,0.03,4.44,19h08m56.56s,287.2356828,+38d45m14.70s,38.7540824,1151.73,14.358,12.507,14.1296
2351,Kepler-1464 c,Kepler-1464,1,2,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.32786292,0.0548,1,0.089,0.972,0.00306,M-R relationship,0,0,5828,112.18,-169.63,1.01,1.02,0.03,4.44,19h08m56.56s,287.2356828,+38d45m14.70s,38.7540824,1151.73,14.358,12.507,14.1296
2352,Kepler-1465 b,Kepler-1465,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,31.8277111,0.1939,1.77,0.158,3.78,0.0119,M-R relationship,0,0,4726,60.73,-75.37,0.71,0.75,-0.06,4.62,19h19m16.66s,289.8194222,+51d54m17.47s,51.9048541,359.497,14.724,12.043,14.42
2353,Kepler-1466 b,Kepler-1466,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,31.1750448,0.1942,1.55,0.138,3.02,0.00951,M-R relationship,0,0,5884,144.58,-128.07,1.02,1.01,-0.07,4.43,19h19m19.50s,289.8312418,+44d36m35.43s,44.6098415,631.949,14.026,12.408,13.8694
2354,Kepler-1467 b,Kepler-1467,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,47.0569043,0.2388,3.3,0.294,10.9,0.0343,M-R relationship,0,0,5332,179.19,-173.73,0.82,0.86,-0.07,4.55,19h40m11.65s,295.0485389,+45d20m33.64s,45.3426781,852.888,15.83,13.577,15.5207
2355,Kepler-1468 b,Kepler-1468,1,3,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.23984869,0.0817,1.73,0.154,3.64,0.0115,M-R relationship,0,0,5893,162.9,-197.95,1.05,1.04,0.03,4.42,19h34m04.76s,293.5198289,+41d16m38.52s,41.2773671,1899.24,15.111,13.458,14.9515
2356,Kepler-1468 c,Kepler-1468,1,3,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.54553021,0.0466,1.15,0.103,1.6,0.00505,M-R relationship,0,0,5893,162.9,-197.95,1.05,1.04,0.03,4.42,19h34m04.76s,293.5198289,+41d16m38.52s,41.2773671,1899.24,15.111,13.458,14.9515
2357,Kepler-1468 d,Kepler-1468,1,3,Transit,2021,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,19.59059906,0.1456,3.332,0.297,11.1,0.0349,M-R relationship,0,0,5794,78,-78,1.5,1.07,0.14,4.12,19h34m04.76s,293.5198289,+41d16m38.52s,41.2773671,1899.24,15.111,13.458,14.9515
2358,Kepler-1469 b,Kepler-1469,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,21.8635301,0.1466,2.8,0.25,8.25,0.0259,M-R relationship,0,0,5507,128.4,-170.81,0.89,0.92,0.02,4.51,19h35m17.12s,293.8213286,+39d23m28.82s,39.3913385,1159.3,16.2388,14.119,15.9891
2359,Kepler-147 b,Kepler-147,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,12.610584,0.113,1.53,0.136,2.96,0.0093,M-R relationship,0,0,6012,100,-100,1.47,1.14,0.07,4.18,19h11m54.17s,287.9757213,+39d05m13.80s,39.087168,1042.02,14.134,12.416,13.9151
2360,Kepler-147 c,Kepler-147,1,2,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,33.416423,0.216,2.43,0.217,6.48,0.0204,M-R relationship,0,0,6012,100,-100,1.47,1.14,0.07,4.18,19h11m54.17s,287.9757213,+39d05m13.80s,39.087168,1042.02,14.134,12.416,13.9151
2361,Kepler-1470 b,Kepler-1470,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,16.2950903,0.116,1.07,0.095,1.24,0.0039,M-R relationship,0,0,4961,84.41,-94.64,0.76,0.8,-0.01,4.59,19h14m46.79s,288.6949475,+39d52m59.09s,39.8830802,590.601,15.252,12.896,15.0436
2362,Kepler-1471 b,Kepler-1471,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.63899398,0.0453,1.41,0.126,2.57,0.00809,M-R relationship,0,0,5660,86.53,-104.98,0.93,0.95,-0.03,4.48,19h18m39.58s,289.6649171,+50d01m12.22s,50.0200612,978.678,15.421,13.604,15.246
2363,Kepler-1472 b,Kepler-1472,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,38.1312831,0.2322,1.9,0.17,4.27,0.0134,M-R relationship,0,0,6159,92.7,-114.64,1.25,1.16,0.03,4.31,19h39m24.63s,294.8526163,+49d03m26.81s,49.0574468,1479.14,14.666,13.255,14.5898
2364,Kepler-1473 b,Kepler-1473,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,14.4273551,0.116,1.19,0.106,1.81,0.0057,M-R relationship,0,0,6046,77.17,-64.08,1.09,1.09,-0.01,4.4,19h22m32.76s,290.6365144,+48d59m46.14s,48.9961494,652.253,13.486,12.009,13.3679
2365,Kepler-1474 b,Kepler-1474,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,36.4333452,0.2108,2.16,0.193,5.31,0.0167,M-R relationship,0,0,5870,115.73,-173.32,1.04,1.04,0.04,4.42,19h38m46.57s,294.6940261,+45d52m00.51s,45.866809,1180.9,15.35,13.621,15.2172
2366,Kepler-1475 b,Kepler-1475,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,82.177374,0.373,2.92,0.261,8.85,0.0279,M-R relationship,0,0,6214,192.71,-203.22,1.28,1.18,0.03,4.29,19h43m47.59s,295.9482766,+44d45m11.15s,44.753096,1568.38,15.36,13.88,15.2775
2367,Kepler-1476 b,Kepler-1476,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,10.35863224,0.0932,1.67,0.149,3.43,0.0108,M-R relationship,0,0,5663,68.09,-77.19,0.96,0.98,0.06,4.47,18h58m07.70s,284.5320743,+43d59m23.63s,43.9898971,1002.74,15.574,13.828,15.4086
2368,Kepler-1477 b,Kepler-1477,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,11.55530021,0.0911,1.18,0.105,1.76,0.00553,M-R relationship,0,0,5100,78.06,-73.51,0.78,0.81,-0.06,4.58,18h45m11.65s,281.2985305,+42d41m08.42s,42.6856727,680.828,14.72,12.594,14.5763
2369,Kepler-1478 b,Kepler-1478,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,26.0840594,0.1681,1.73,0.154,3.64,0.0115,M-R relationship,0,0,5904,102.51,-137.72,1.06,1.04,0.03,4.41,19h32m39.60s,293.1650085,+41d44m46.26s,41.746184,1845.58,15.409,13.873,15.3994
2370,Kepler-1479 b,Kepler-1479,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,14.53261362,0.1173,1.83,0.163,4.01,0.0126,M-R relationship,0,0,5796,74.44,-79.45,0.98,0.99,-0.02,4.45,19h02m50.88s,285.7119953,+49d42m24.33s,49.7067574,728.668,13.914,12.256,13.7331
2371,Kepler-148 b,Kepler-148,1,3,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,1.729366,0.028,1.8,0.161,3.89,0.0123,M-R relationship,0,0,5272,200,-200,0.85,0.86,0.14,4.55,19h19m08.68s,289.7861626,+46d51m31.74s,46.8588176,791.163,15.398,13.359,15.3362
2372,Kepler-148 c,Kepler-148,1,3,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,4.180043,0.05,3.6,0.321,12.6,0.0398,M-R relationship,0,0,5272,200,-200,0.85,0.86,0.14,4.55,19h19m08.68s,289.7861626,+46d51m31.74s,46.8588176,791.163,15.398,13.359,15.3362
2373,Kepler-148 d,Kepler-148,1,3,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,51.84688575,0.2607,8.68,0.774,56.3,0.177,M-R relationship,0,0,5172,52.2,-66.13,0.81,0.86,0.07,4.56,19h19m08.68s,289.7861626,+46d51m31.74s,46.8588176,791.163,15.398,13.359,15.3362
2374,Kepler-1480 b,Kepler-1480,2,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,22.12679948,0.1525,1.67,0.149,3.43,0.0108,M-R relationship,0,0,5156,61.41,-70.65,0.81,0.85,0.07,4.56,19h27m59.95s,291.9998055,+49d18m06.60s,49.3018321,500.892,14.703,12.584,14.4824
2375,Kepler-1481 b,Kepler-1481,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.94220998,0.059,1.23,0.11,2.04,0.00642,M-R relationship,0,0,4908,52.54,-65.82,0.75,0.8,0.04,4.6,19h17m45.36s,289.4390075,+49d43m52.40s,49.7312226,459.076,14.929,12.603,14.7429
2376,Kepler-1482 b,Kepler-1482,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,12.25383217,0.1016,1.01,0.09,1.01,0.00317,M-R relationship,0,0,5381,59.2,-59.31,0.84,0.88,-0.04,4.54,19h01m15.32s,285.3138209,+48d43m30.97s,48.72527,567.556,13.967,11.996,13.7295
2377,Kepler-1483 b,Kepler-1483,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,9.5085156,0.0958,1.52,0.136,2.92,0.0092,M-R relationship,0,0,6337,208.71,-223.77,1.4,1.25,0.04,4.24,19h41m38.34s,295.4097409,+42d09m02.86s,42.1507935,1273.78,14.52,13.077,14.4231
2378,Kepler-1484 b,Kepler-1484,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,30.4549136,0.1939,2.11,0.188,5.1,0.016,M-R relationship,0,0,5730,204.01,-127.9,0.92,0.94,-0.17,4.49,19h30m44.23s,292.6842738,+38d07m34.54s,38.1262604,2879.83,15.351,13.646,15.2474
2379,Kepler-1485 b,Kepler-1485,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,19.9157725,0.1467,1.47,0.131,2.76,0.00869,M-R relationship,0,0,6087,92.28,-89.44,1.12,1.11,0.02,4.39,19h52m22.91s,298.0954404,+44d44m13.42s,44.7370612,615.66,13.411,11.724,13.1796
2380,Kepler-1486 b,Kepler-1486,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,54.6495759,0.2846,2.32,0.207,5.99,0.0189,M-R relationship,0,0,5965,147.55,-160.68,1.12,1.08,0.06,4.38,19h22m21.69s,290.5903907,+45d26m22.90s,45.4396955,1769.14,15.317,13.896,15.2937
2381,Kepler-1487 b,Kepler-1487,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,7.31946363,0.0898,2.13,0.19,5.18,0.0163,M-R relationship,0,0,6541,230.55,-190.33,1.63,1.38,0.04,4.16,19h41m59.54s,295.4980737,+38d38m40.02s,38.6444499,1014.62,13.6,12.289,13.4508
2382,Kepler-1488 b,Kepler-1488,1,2,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,39.8189932,0.2285,1.86,0.166,4.12,0.013,M-R relationship,0,0,5820,71.05,-62.23,1.31,1.05,0.06,4.22,19h06m35.14s,286.6464265,+49d56m15.98s,49.9377735,905.825,13.146,11.638,13.0767
2383,Kepler-1488 c,Kepler-1488,1,2,Transit,2021,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,6.15826988,0.0658,1.652,0.147,3.37,0.0106,M-R relationship,0,0,5710,114,-91,1.52,1,0,4.07,19h06m35.14s,286.6464265,+49d56m15.98s,49.9377735,905.825,13.146,11.638,13.0767
2384,Kepler-1489 b,Kepler-1489,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,82.294751,0.3679,1.77,0.158,3.78,0.0119,M-R relationship,0,0,5655,76.91,-64.04,0.9,0.93,-0.13,4.51,18h45m10.99s,281.2957984,+44d27m55.46s,44.4654063,1283.05,14.983,13.247,14.8084
2385,Kepler-149 b,Kepler-149,1,3,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,29.198943,0.184,4.21,0.376,16.5,0.0519,M-R relationship,0,0,5381,100,-100,0.95,0.92,0.381,4.46,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.034,14.152,12.184,14.0194
2386,Kepler-149 c,Kepler-149,1,3,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,55.328328,0.281,1.61,0.144,3.22,0.0101,M-R relationship,0,0,5381,100,-100,0.95,0.92,0.381,4.46,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.034,14.152,12.184,14.0194
2387,Kepler-149 d,Kepler-149,1,3,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,160.018032,0.571,3.96,0.353,14.9,0.0467,M-R relationship,0,0,5381,100,-100,0.95,0.92,0.381,4.46,19h03m24.89s,285.8537014,+38d23m02.73s,38.3840916,571.034,14.152,12.184,14.0194
2388,Kepler-1490 b,Kepler-1490,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,92.4362973,0.3729,3.04,0.271,9.48,0.0298,M-R relationship,0,0,5515,193.53,-190.47,0.87,0.9,-0.08,4.52,19h42m46.46s,295.6935734,+42d36m34.04s,42.6094543,862.92,15.616,13.616,15.4179
2389,Kepler-1491 b,Kepler-1491,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,16.5861762,0.127,1.51,0.135,2.89,0.00909,M-R relationship,0,0,5728,84.52,-115.34,0.99,1,0.06,4.45,19h34m31.14s,293.6297645,+45d44m26.27s,45.7406293,2065.59,15.796,13.949,15.5695
2390,Kepler-1492 b,Kepler-1492,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,16.75255007,0.1262,1.49,0.133,2.83,0.00889,M-R relationship,0,0,4712,54.27,-72.63,0.72,0.77,0.06,4.62,19h14m23.30s,288.5970695,+41d02m10.77s,41.0363254,331.553,14.689,12.158,14.4962
2391,Kepler-1493 b,Kepler-1493,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,15.0217983,0.1197,1.41,0.126,2.57,0.00809,M-R relationship,0,0,5863,78.69,-82.85,1.29,1.06,0.06,4.24,19h14m11.85s,288.5493683,+38d33m54.71s,38.5651973,555.051,13.7192,11.53,13.5532
2392,Kepler-1494 b,Kepler-1494,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,91.080482,0.3982,3.07,0.274,9.64,0.0303,M-R relationship,0,0,5659,86.94,-107.31,0.94,0.96,0.01,4.48,18h50m37.77s,282.6573891,+43d09m45.12s,43.1625334,1285.48,15.372,13.536,15.217
2393,Kepler-1495 b,Kepler-1495,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,85.273256,0.3677,2.94,0.262,8.96,0.0282,M-R relationship,0,0,5831,90.97,-139.38,1.04,1.03,0.06,4.42,19h04m31.37s,286.1306907,+38d46m46.38s,38.7795494,1355.54,15.494,13.845,15.6247
2394,Kepler-1496 b,Kepler-1496,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,64.6588017,0.3211,2.22,0.198,5.56,0.0175,M-R relationship,0,0,6182,140.35,-206.6,1.27,1.18,0.05,4.29,19h35m53.74s,293.9739359,+45d21m02.58s,45.3507167,1307.66,14.832,13.225,14.6819
2395,Kepler-1497 b,Kepler-1497,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.74199772,0.0817,1.66,0.148,3.39,0.0107,M-R relationship,0,0,5675,159.75,-169,0.95,0.96,0.01,4.47,19h44m47.08s,296.196155,+45d38m03.52s,45.6343124,1122,15.707,13.699,15.3761
2396,Kepler-1498 b,Kepler-1498,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,48.051405,0.2528,1.33,0.119,2.33,0.00733,M-R relationship,0,0,5256,60.36,-58.16,0.81,0.86,-0.01,4.56,18h59m06.74s,284.7780883,+44d55m00.30s,44.9167513,740,15.352,13.238,15.0997
2397,Kepler-1499 b,Kepler-1499,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,44.2008,0.2196,1.19,0.106,1.81,0.0057,M-R relationship,0,0,5097,77.02,-92.24,0.78,0.82,-0.01,4.58,18h55m56.72s,283.986348,+41d39m01.83s,41.6505091,309.869,13.676,11.455,13.5155
2398,Kepler-15 b,Kepler-15,1,1,Transit,2011,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,4.942782,0.05714,10.76,0.96,209.76,0.66,Mass,0.06,0,5515,122,-130,0.99,1.02,0.36,4.46,19h44m48.13s,296.2005506,+49d08m24.11s,49.1400304,739.412,13.81,12.216,13.7136
2399,Kepler-150 b,Kepler-150,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.428054,0.044,1.25,0.112,2.1,0.0066,M-R relationship,0,0,5560,100,-100,0.94,0.94,-0.02,4.47,19h12m56.18s,288.2341025,+40d31m15.23s,40.520897,891.092,15.161,13.367,14.9743
2400,Kepler-150 c,Kepler-150,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,7.381998,0.073,3.69,0.329,13.2,0.0415,M-R relationship,0,0,5560,100,-100,0.94,0.94,-0.02,4.47,19h12m56.18s,288.2341025,+40d31m15.23s,40.520897,891.092,15.161,13.367,14.9743
2401,Kepler-150 d,Kepler-150,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,12.56093,0.104,2.79,0.249,8.2,0.0258,M-R relationship,0,0,5560,100,-100,0.94,0.94,-0.02,4.47,19h12m56.18s,288.2341025,+40d31m15.23s,40.520897,891.092,15.161,13.367,14.9743
2402,Kepler-150 e,Kepler-150,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,30.826557,0.189,3.12,0.278,9.91,0.0312,M-R relationship,0,0,5560,100,-100,0.94,0.94,-0.02,4.47,19h12m56.18s,288.2341025,+40d31m15.23s,40.520897,891.092,15.161,13.367,14.9743
2403,Kepler-150 f,Kepler-150,1,5,Transit,2017,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,637.2093,1.24,3.64,0.325,12.9,0.0405,M-R relationship,,0,5528,122,-122,0.91,0.97,-0.02,4.51,19h12m56.18s,288.2341025,+40d31m15.23s,40.520897,891.092,15.161,13.367,14.9743
2404,Kepler-1500 b,Kepler-1500,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,15.0330105,0.1236,1.2,0.107,1.87,0.00588,M-R relationship,0,0,5845,122.09,-140.57,1,1,-0.05,4.44,19h15m32.03s,288.883474,+39d44m40.76s,39.7446547,1217.82,14.728,13.03,14.5804
2405,Kepler-1501 b,Kepler-1501,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,14.5564533,0.1228,1.56,0.139,3.05,0.00961,M-R relationship,0,0,6229,111.62,-123.73,1.3,1.2,0.04,4.28,19h19m40.46s,289.918589,+42d00m05.14s,42.001428,749.06,13.683,12.364,13.6458
2406,Kepler-1502 b,Kepler-1502,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,41.7083629,0.2482,3.18,0.284,10.2,0.0322,M-R relationship,0,0,6666,321.18,-272.08,1.72,1.44,0.05,4.13,19h44m25.90s,296.1079271,+39d19m11.71s,39.3199201,1514.02,14.18,12.907,14.0931
2407,Kepler-1503 b,Kepler-1503,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,96.16987,0.3771,2.27,0.203,5.77,0.0182,M-R relationship,0,0,5069,95.03,-73.98,0.74,0.77,-0.19,4.59,19h34m54.52s,293.7271604,+42d48m24.16s,42.8067119,1225.57,15.892,13.767,15.7862
2408,Kepler-1504 b,Kepler-1504,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,82.304003,0.3704,2.13,0.19,5.18,0.0163,M-R relationship,0,0,5393,102.27,-78.86,0.81,0.85,-0.17,4.55,19h18m50.88s,289.7119947,+50d07m41.62s,50.1282265,2435.94,15.883,13.834,15.6311
2409,Kepler-1505 b,Kepler-1505,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,30.8609366,0.1862,0.93,0.083,0.749,0.00236,M-R relationship,0,0,5686,65.36,-53.94,0.86,0.93,-0.18,4.54,19h28m00.49s,292.0020614,+41d47m13.07s,41.7869639,495.148,13.043,11.406,12.9258
